2016-05-27 10:49:39,1279,1279
2016-05-27 16:43:20,3022,1743
2016-05-27 17:46:12,4293,1271
2016-05-27 17:52:55,4401,108
2016-05-27 19:00:24,6034,1633
2016-05-28 15:52:42,7542,1508
2016-05-29 15:46:48,8853,1311
2016-05-30 13:57:51,10702,1849
2016-05-30 18:29:10,12176,1474
2016-05-30 21:25:58,14884,2708
2016-05-30 22:53:39,16843,1959
2016-05-30 23:55:53,18409,1566
2016-05-31 15:38:01,20024,1615
2016-05-31 17:36:06,21906,1882
2016-05-31 20:22:16,24372,2466
2016-06-01 00:47:28,26790,2418
2016-06-01 16:07:43,28288,1498
2016-06-01 17:20:52,29239,951
2016-06-01 19:53:02,31599,2360
2016-06-01 20:47:10,32419,820
2016-06-01 21:59:44,32423,4
2016-06-01 21:59:54,33537,1114
2016-06-01 23:46:43,34827,1290
2016-06-02 00:42:00,35263,436
2016-06-02 12:58:31,36183,920
2016-06-02 15:20:48,38251,2068
